season,week,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,judge_total,fan_vote_share
17,9,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,9.333333333333334,0.0
17,9,Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,9.0,0.1917460317460317
17,9,Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,9.666666666666666,0.1853968253968254
17,9,Amber Riley,Derek Hough,Actor/Actress,California,United States,27,8.5,0.2012698412698412
17,9,Bill Engvall,Emma Slater,Comedian,Texas,United States,56,7.0,0.2298412698412698
17,9,Jack Osbourne,Cheryl Burke,TV Personality,,England,27,9.0,0.1917460317460317
17,10,Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,8.125,0.0
17,10,Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,9.375,0.2464285714285714
17,10,Amber Riley,Derek Hough,Actor/Actress,California,United States,27,9.875,0.2464285714285714
17,10,Bill Engvall,Emma Slater,Comedian,Texas,United States,56,7.5,0.2607142857142857
17,10,Jack Osbourne,Cheryl Burke,TV Personality,,England,27,8.875,0.2464285714285714
18,1,Billy Dee Williams,Emma Slater,Actor/Actress,New York,United States,76,5.0,0.1013185287994448
18,1,Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,8.0,0.0898681471200555
18,1,James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,7.0,0.0898681471200555
18,1,Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,8.333333333333334,0.0898681471200555
18,1,Sean Avery,Karina Smirnoff,Athlete,,Canada,33,6.666666666666667,0.0898681471200555
18,1,Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,6.0,0.0
18,1,Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,9.0,0.0898681471200555
18,1,Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,8.0,0.0898681471200555
18,1,Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,8.0,0.0898681471200555
18,1,Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,7.0,0.0898681471200555
18,1,Cody Simpson,Witney Carson,Singer/Rapper,,Australia,17,7.333333333333333,0.0898681471200555
18,1,NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,7.0,0.0898681471200555
18,5,Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,9.75,0.1226708074534161
18,5,James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,10.0,0.1226708074534161
18,5,Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,8.75,0.1226708074534161
18,5,Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,9.25,0.1226708074534161
18,5,Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,9.25,0.1226708074534161
18,5,Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,9.0,0.1226708074534161
18,5,Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,7.0,0.1413043478260869
18,5,Cody Simpson,Witney Carson,Singer/Rapper,,Australia,17,8.5,0.0
18,5,NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,9.0,0.1226708074534161
18,6,Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,9.0,0.1428571428571428
18,6,James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,8.75,0.1428571428571428
18,6,Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,8.0,0.1428571428571428
18,6,Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,9.0,0.1428571428571428
18,6,Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,9.5,0.1428571428571428
18,6,Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,10.0,0.1428571428571428
18,6,Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,8.0,0.0
18,6,NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,8.25,0.1428571428571428
18,7,Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,9.0,0.1655
18,7,James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,8.75,0.1655
18,7,Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,9.25,0.1655
18,7,Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,8.875,0.1655
18,7,Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,9.375,0.1655
18,7,Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,9.75,0.1655
18,7,NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,8.25,0.007
18,8,Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,9.5,0.0
18,8,James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,9.0,0.2035398230088495
18,8,Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,9.0,0.2035398230088495
18,8,Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,10.0,0.1946902654867256
18,8,Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,10.0,0.1946902654867256
18,8,Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,9.0,0.2035398230088495
18,9,James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,9.5,0.2473821989528795
18,9,Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,9.0,0.2578534031413612
18,9,Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,9.5,0.0
18,9,Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,9.75,0.2473821989528795
18,9,Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,10.0,0.2473821989528795
19,1,Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,,Italy,42,6.25,0.0828853046594982
19,1,Jonathan Bennett,Allison Holker,Actor/Actress,Ohio,United States,33,7.5,0.0828853046594982
19,1,Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,8.0,0.0828853046594982
19,1,Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,7.25,0.0828853046594982
19,1,Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,9.0,0.0828853046594982
19,1,Lolo Jones,Keo Motsepe,Athlete,Iowa,United States,32,5.5,0.0
19,1,Randy Couture,Karina Smirnoff,Athlete,Washington,United States,51,7.75,0.0828853046594982
19,1,Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,6.75,0.0828853046594982
19,1,Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,5.0,0.0882616487455197
19,1,Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,6.25,0.0828853046594982
19,1,Tavis Smiley,Sharna Burgess,Radio Personality,Mississippi,United States,50,7.25,0.0828853046594982
19,1,Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,8.0,0.0828853046594982
19,1,Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,8.5,0.0828853046594982
19,2,Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,,Italy,42,7.75,0.0899045705675539
19,2,Jonathan Bennett,Allison Holker,Actor/Actress,Ohio,United States,33,7.5,0.0899045705675539
19,2,Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,8.75,0.0899045705675539
19,2,Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,8.5,0.0899045705675539
19,2,Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,8.0,0.0899045705675539
19,2,Randy Couture,Karina Smirnoff,Athlete,Washington,United States,51,7.0,0.0899045705675539
19,2,Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,7.0,0.0899045705675539
19,2,Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,7.0,0.0899045705675539
19,2,Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,6.0,0.10095429432446
19,2,Tavis Smiley,Sharna Burgess,Radio Personality,Mississippi,United States,50,7.0,0.0
19,2,Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,8.25,0.0899045705675539
19,2,Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,7.75,0.0899045705675539
19,3,Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,,Italy,42,7.25,0.0995
19,3,Jonathan Bennett,Allison Holker,Actor/Actress,Ohio,United States,33,8.0,0.0995
19,3,Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,7.75,0.0995
19,3,Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,10.0,0.0995
19,3,Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,8.0,0.0995
19,3,Randy Couture,Karina Smirnoff,Athlete,Washington,United States,51,6.5,0.005
19,3,Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,8.5,0.0995
19,3,Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,7.25,0.0995
19,3,Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,7.0,0.0995
19,3,Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,10.0,0.0995
19,3,Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,8.0,0.0995
19,4,Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,,Italy,42,7.25,0.1076388888888889
19,4,Jonathan Bennett,Allison Holker,Actor/Actress,Ohio,United States,33,6.0,0.1232638888888889
19,4,Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,9.75,0.1076388888888889
19,4,Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,9.0,0.1076388888888889
19,4,Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,10.0,0.1076388888888889
19,4,Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,7.0,0.1107638888888889
19,4,Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,7.25,0.0
19,4,Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,6.25,0.1201388888888888
19,4,Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,8.25,0.1076388888888889
19,4,Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,9.25,0.1076388888888889
19,6,Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,,Italy,42,7.0,0.1343856655290102
19,6,Jonathan Bennett,Allison Holker,Actor/Actress,Ohio,United States,33,8.0,0.0
19,6,Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,8.0,0.1207337883959044
19,6,Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,8.25,0.1207337883959044
19,6,Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,9.75,0.1207337883959044
19,6,Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,7.0,0.1343856655290102
19,6,Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,7.5,0.1275597269624573
19,6,Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,9.0,0.1207337883959044
19,6,Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,8.75,0.1207337883959044
19,7,Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,,Italy,42,7.375,0.0
19,7,Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,8.75,0.142028184581376
19,7,Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,8.375,0.142028184581376
19,7,Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,8.5,0.142028184581376
19,7,Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,7.5,0.142028184581376
19,7,Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,7.0,0.1478308925117435
19,7,Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,9.375,0.142028184581376
19,7,Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,7.75,0.142028184581376
19,8,Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,8.0,0.164
19,8,Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,10.75,0.164
19,8,Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,10.25,0.164
19,8,Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,7.25,0.164
19,8,Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,6.25,0.016
19,8,Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,10.0,0.164
19,8,Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,9.5,0.164
19,9,Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,8.75,0.0
19,9,Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,9.625,0.1939252336448598
19,9,Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,9.625,0.1939252336448598
19,9,Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,7.125,0.2242990654205607
19,9,Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,9.25,0.1939252336448598
19,9,Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,9.125,0.1939252336448598
19,10,Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,9.75,0.2417191780821918
19,10,Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,9.375,0.2417191780821918
19,10,Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,7.75,0.033
19,10,Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,9.5,0.2417191780821918
19,10,Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,9.25,0.2418424657534246
20,2,Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,7.0,0.0914330626146188
20,2,Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,8.0,0.0827875294734084
20,2,Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,8.0,0.0827875294734084
20,2,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,8.0,0.0827875294734084
20,2,Nastia Liukin,Derek Hough,Athlete,,Russia,25,8.5,0.0827875294734084
20,2,Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,7.0,0.0914330626146188
20,2,Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,7.0,0.0914330626146188
20,2,Charlotte McKinney,Keo Motsepe,Model,Florida,United States,21,6.5,0.0971967513754257
20,2,Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,6.75,0.0943149069950222
20,2,Redfoo,Emma Slater,Singer/Rapper,California,United States,39,7.75,0.0
20,2,Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,7.0,0.0914330626146188
20,2,Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,5.25,0.111605973277443
20,3,Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,6.25,0.1
20,3,Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,8.0,0.1
20,3,Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,8.5,0.1
20,3,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,8.25,0.1
20,3,Nastia Liukin,Derek Hough,Athlete,,Russia,25,8.5,0.1
20,3,Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,6.0,0.1
20,3,Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,7.25,0.1
20,3,Charlotte McKinney,Keo Motsepe,Model,Florida,United States,21,5.5,0.0
20,3,Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,7.5,0.1
20,3,Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,5.5,0.1
20,3,Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,7.0,0.1
20,4,Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,7.0,0.1155555555555555
20,4,Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,9.75,0.1094017094017094
20,4,Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,8.5,0.1094017094017094
20,4,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,8.75,0.1094017094017094
20,4,Nastia Liukin,Derek Hough,Athlete,,Russia,25,9.0,0.1094017094017094
20,4,Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,7.5,0.0
20,4,Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,8.5,0.1094017094017094
20,4,Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,8.0,0.1094017094017094
20,4,Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,7.5,0.1094017094017094
20,4,Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,6.75,0.1186324786324786
20,5,Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,7.0,0.0
20,5,Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,8.5,0.1223498233215547
20,5,Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,9.5,0.1223498233215547
20,5,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,9.75,0.1223498233215547
20,5,Nastia Liukin,Derek Hough,Athlete,,Russia,25,9.5,0.1223498233215547
20,5,Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,6.0,0.1364840989399293
20,5,Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,7.0,0.1223498233215547
20,5,Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,6.75,0.1258833922261484
20,5,Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,6.75,0.1258833922261484
20,6,Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,9.125,0.1426047450782433
20,6,Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,9.5,0.1426047450782433
20,6,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,8.875,0.1426047450782433
20,6,Nastia Liukin,Derek Hough,Athlete,,Russia,25,9.125,0.1426047450782433
20,6,Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,8.375,0.1443715295305401
20,6,Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,8.5,0.1426047450782433
20,6,Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,8.5,0.0
20,6,Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,8.75,0.1426047450782433
20,7,Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,9.75,0.0
20,7,Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,9.25,0.160761154855643
20,7,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,9.25,0.160761154855643
20,7,Nastia Liukin,Derek Hough,Athlete,,Russia,25,10.25,0.1528871391076115
20,7,Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,7.75,0.1843832020997375
20,7,Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,9.5,0.1568241469816272
20,7,Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,7.75,0.1843832020997375
20,9,Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,10.0,0.3152972399150743
20,9,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,9.75,0.3216666666666666
20,9,Nastia Liukin,Derek Hough,Athlete,,Russia,25,10.0,0.035
20,9,Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,9.5,0.328036093418259
21,4,Gary Busey,Anna Trebunskaya,Actor/Actress,Texas,United States,71,5.333333333333333,0.007
21,4,Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,7.0,0.1103333333333333
21,4,Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,8.333333333333334,0.1103333333333333
21,4,Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,8.0,0.1103333333333333
21,4,Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,7.666666666666667,0.1103333333333333
21,4,Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,9.0,0.1103333333333333
21,4,Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,9.0,0.1103333333333333
21,4,Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,9.0,0.1103333333333333
21,4,Bindi Irwin,Derek Hough,TV Personality,,Australia,17,9.333333333333334,0.1103333333333333
21,4,Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,6.0,0.1103333333333333
21,6,Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,7.5,0.122625
21,6,Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,9.5,0.122625
21,6,Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,7.5,0.122625
21,6,Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,10.0,0.122625
21,6,Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,10.0,0.122625
21,6,Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,9.75,0.122625
21,6,Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,8.0,0.122625
21,6,Bindi Irwin,Derek Hough,TV Personality,,Australia,17,10.0,0.122625
21,6,Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,6.0,0.019
21,7,Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,9.166666666666666,0.1425339366515837
21,7,Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,9.333333333333334,0.1402714932126696
21,7,Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,8.833333333333334,0.1470588235294117
21,7,Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,9.333333333333334,0.1402714932126696
21,7,Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,9.0,0.1447963800904977
21,7,Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,9.0,0.1447963800904977
21,7,Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,9.333333333333334,0.0
21,7,Bindi Irwin,Derek Hough,TV Personality,,Australia,17,9.666666666666666,0.1402714932126696
21,8,Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,8.999933333333333,0.1658333333333333
21,8,Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,9.6666,0.1658333333333333
21,8,Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,8.333333333333334,0.1658333333333333
21,8,Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,7.999933333333334,0.005
21,8,Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,9.333333333333334,0.1658333333333333
21,8,Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,11.0,0.1658333333333333
21,8,Bindi Irwin,Derek Hough,TV Personality,,Australia,17,9.333333333333334,0.1658333333333333
22,2,Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,5.0,0.0907272727272727
22,2,Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,6.333333333333333,0.0907272727272727
22,2,Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,7.0,0.0907272727272727
22,2,Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,6.666666666666667,0.0907272727272727
22,2,Von Miller,Witney Carson,Athlete,Texas,United States,27,6.666666666666667,0.0907272727272727
22,2,Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,6.333333333333333,0.0907272727272727
22,2,Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,8.0,0.0907272727272727
22,2,Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,4.333333333333333,0.002
22,2,Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,6.666666666666667,0.0907272727272727
22,2,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,7.0,0.0907272727272727
22,2,Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,8.0,0.0907272727272727
22,2,Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,6.666666666666667,0.0907272727272727
22,3,Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,6.0,0.008
22,3,Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,7.333333333333333,0.0992
22,3,Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,7.666666666666667,0.0992
22,3,Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,6.666666666666667,0.0992
22,3,Von Miller,Witney Carson,Athlete,Texas,United States,27,6.666666666666667,0.0992
22,3,Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,6.666666666666667,0.0992
22,3,Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,7.666666666666667,0.0992
22,3,Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,8.333333333333334,0.0992
22,3,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,7.0,0.0992
22,3,Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,8.0,0.0992
22,3,Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,7.0,0.0992
22,4,Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,8.0,0.1093695576454197
22,4,Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,6.75,0.1125043538836642
22,4,Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,6.0,0.1219087425983977
22,4,Von Miller,Witney Carson,Athlete,Texas,United States,27,8.0,0.1093695576454197
22,4,Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,8.75,0.1093695576454197
22,4,Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,9.0,0.1093695576454197
22,4,Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,8.5,0.1093695576454197
22,4,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,9.0,0.1093695576454197
22,4,Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,8.75,0.1093695576454197
22,4,Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,7.0,0.0
22,6,Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,8.0,0.123375
22,6,Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,8.333333333333334,0.123375
22,6,Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,7.0,0.013
22,6,Von Miller,Witney Carson,Athlete,Texas,United States,27,8.0,0.123375
22,6,Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,9.0,0.123375
22,6,Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,9.333333333333334,0.123375
22,6,Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,8.333333333333334,0.123375
22,6,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,8.0,0.123375
22,6,Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,9.666666666666666,0.123375
22,8,Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,10.0,0.0
22,8,Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,9.0,0.2047337278106508
22,8,Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,9.333333333333334,0.1988165680473372
